Restaurant Name,Business Email,City,Region/State,Country,Website,Source URL,Needs Verification
Hotel Burgundy,contact@leburgundy.com,Paris,Île-de-France,France,https://www.leburgundy.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Don Camilo,info@doncamilo.net,Paris,Île-de-France,France,https://www.doncamilo.net,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
La Maison de la Truffe,boutiquemaisondelatruffe@caviarkaspia.com,Paris,Île-de-France,France,https://www.maison-de-la-truffe.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Hotel Brach,contact@brachparis.com,Paris,Île-de-France,France,https://www.brachparis.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Relais Plaza,info.hpa@dorchestercollection.com,Paris,Île-de-France,France,https://www.dorchestercollection.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
La Mosquee de Paris,contact@la-mosquee.com,Paris,Île-de-France,France,https://www.la-mosquee.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Bouillon Racine,contact@bouillonracine.fr,Paris,Île-de-France,France,https://www.bouillonracine.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Guillaume Grasso La Vraie Pizza,guillaume-grasso@outlook.com,Paris,Île-de-France,France,https://www.guillaume-grasso.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
La Maison de Charly,lamaisondecharly@gmail.com,Paris,Île-de-France,France,https://lamaisondecharly.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Choupinet,contact@lechoupinet.com,Paris,Île-de-France,France,https://www.lechoupinet.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Chai 33,info@chai33.com,Paris,Île-de-France,France,https://www.chai33.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Brasserie Baroche,brasserie@baroche.paris,Paris,Île-de-France,France,https://www.baroche.paris,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Hotel Napoleon,napoleon@hotelnapoleon.com,Paris,Île-de-France,France,https://www.hotelnapoleon.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
The Hoxton Paris,hello.paris@thehox.com,Paris,Île-de-France,France,https://thehoxton.com/paris,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=4&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Cap,bistrotlecap@gmail.com,Paris,Île-de-France,France,https://www.bistrotlecap.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Brasserie L'Europeen,restaurant@l-europeen.com,Paris,Île-de-France,France,https://www.l-europeen.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Paris Italie,leparisitalie@gmail.com,Paris,Île-de-France,France,https://parisitalie.eatbu.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Art Bistro,contact@art-bistro.fr,Paris,Île-de-France,France,https://www.art-bistro.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Hotel Terminus Vaugirard,hotel@hpvparis.com,Paris,Île-de-France,France,https://www.hotel-paris-vaugirard.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Georges,commercial@beaumarly.com,Paris,Île-de-France,France,https://restaurantgeorgesparis.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Bidoche,restaurant@bidoche.fr,Paris,Île-de-France,France,https://bidoche.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Royal Dragon,contact@hotelleroyal.com,Paris,Île-de-France,France,https://www.hotelleroyal.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Joia par Helene Darroze,reservation@joiahelenedarroze.com,Paris,Île-de-France,France,https://www.joiahelenedarroze.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Sofitel Paris Baltimore Tour Eiffel,h2789@sofitel.com,Paris,Île-de-France,France,https://sofitel.accor.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Hotel du Louvre,parishoteldulouvre@hoteldulouvre.com,Paris,Île-de-France,France,https://www.hoteldulouvre.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Chalet des Iles,bar@lechaletdesiles.net,Paris,Île-de-France,France,https://www.chalet-des-iles.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Maison Pou,maisonpou@wanadoo.fr,Paris,Île-de-France,France,https://maisonpou.site-solocal.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Chez Francoise,contact@chezfrancoise.com,Paris,Île-de-France,France,https://www.chezfrancoise.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
La Estancia,info@laestancia.fr,Paris,Île-de-France,France,https://www.laestancia.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Cafe Joyeux,bonjour@cafejoyeux.com,Paris,Île-de-France,France,https://www.cafejoyeux.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Inoveat,contact@inoveat.com,Paris,Île-de-France,France,https://www.inoveat.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Restaurant Guy Savoy,reserv@guysavoy.com,Paris,Île-de-France,France,https://www.guysavoy.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Bouillon Chartier Montparnasse,montparnasse@bouillon-chartier.com,Paris,Île-de-France,France,https://www.bouillon-chartier.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
La Melangerie,melangerie.la@gmail.com,Paris,Île-de-France,France,https://lamelangerie.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
La Cagouille,contact.reservation@la-cagouille.com,Paris,Île-de-France,France,https://www.la-cagouille.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Cafe de l'Industrie,resa.industrie@gmail.com,Paris,Île-de-France,France,https://www.cafedelindustrieparis.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Bosquet,contact@bosquetparis.com,Paris,Île-de-France,France,https://www.bosquetparis.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Flores,cafe.flores07@gmail.com,Paris,Île-de-France,France,https://www.brasserie-flores-paris.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Cie des Bateaux Mouches,info@bateaux-mouches.fr,Paris,Île-de-France,France,https://www.bateaux-mouches.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Les Canailles Menilmontant,lescanailles.menilmontant@orange.fr,Paris,Île-de-France,France,https://www.les-canailles-menilmontant.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=5&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Rasna Restaurant Indien,rasnarestaurant08@gmail.com,Paris,Île-de-France,France,https://rasnarestaurant.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Chez Hanafousa,nao.morita38@orange.fr,Paris,Île-de-France,France,https://restaurant-chez-hanafousa.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Anicia,contact@anicia-bistrot.com,Paris,Île-de-France,France,https://www.anicia-paris.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Camondo,contact@lecamondo.fr,Paris,Île-de-France,France,https://lecamondo.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
La Maison des Cyclades,commande@lamaisondescyclades.fr,Paris,Île-de-France,France,https://www.lamaisondescyclades.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Jaja,contact@jaja-resto.com,Paris,Île-de-France,France,https://www.jaja-resto.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Chalet des Iles Daumesnil,info@lechaletdesiles.com,Paris,Île-de-France,France,https://www.lechaletdesiles.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Paradis du Fruit George V,presse@dnaparadisgroup.com,Paris,Île-de-France,France,https://www.leparadisdufruit.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
L'Escudella,escudella18@gmail.com,Paris,Île-de-France,France,https://www.escudella.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Passionne,passionne@groupepassionne.com,Paris,Île-de-France,France,https://restaurantpassionne.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Bistrot Bassano,ourouk1@live.fr,Paris,Île-de-France,France,https://www.bistro-bassano.appspot.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Restaurant Conti,conti.restaurant@gmail.com,Paris,Île-de-France,France,https://www.leconti.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Giacomo by Gusto Italia,giacomo75007@gmail.com,Paris,Île-de-France,France,https://www.giacomobygustoitalia.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Belleval,contact@belleval-hotel-paris.com,Paris,Île-de-France,France,https://www.belleval-hotel-paris.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Le Kleber,contact@cafekleber.fr,Paris,Île-de-France,France,https://www.cafekleber.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Oh My Poulet,ohmypoulet10@gmail.com,Paris,Île-de-France,France,,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Briochette Paris,briochetteparis@gmail.com,Paris,Île-de-France,France,https://briochette.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=6&totalRows_Re_av=199&activite=Restaurants&ville=Paris,
Max & Zoe,restaurantmaxetzoe@yahoo.com,Boulogne-Billancourt,Île-de-France,France,https://www.maxetzoe.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Restaurant Jean Chauvel,contact.jeanchauvel@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.jeanchauvel.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Ereganto,info@ereganto.com,Boulogne-Billancourt,Île-de-France,France,https://www.ereganto.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Baccano,baccano@baccano.fr,Boulogne-Billancourt,Île-de-France,France,https://www.baccano.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Coki B&B,coki2b@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.cokibb.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Mother,hello@mother-restaurant.fr,Boulogne-Billancourt,Île-de-France,France,https://www.mother-restaurant.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Fratelli Pastore,contact@fratellipastore.com,Boulogne-Billancourt,Île-de-France,France,https://www.fratellipastore.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Shiki,contact@shiki-boulogne-billancourt.com,Boulogne-Billancourt,Île-de-France,France,https://shiki-boulogne-billancourt.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Kayani,contact@restaurant-kayani.com,Boulogne-Billancourt,Île-de-France,France,https://www.restaurant-kayani.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
La Bella Vita,labellavita.bc@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.labellavitabc.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Ledetendeur,lacave@ledetendeur.fr,Boulogne-Billancourt,Île-de-France,France,https://www.ledetendeur.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
L'Arcouest,larcouest@larcouest.fr,Boulogne-Billancourt,Île-de-France,France,https://www.larcouest.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,yes
Cafe Le Bellevue,biendormir@bellevue-hotel.fr,Boulogne-Billancourt,Île-de-France,France,https://www.cafe-le-bellevue.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Fuga,contact@fuga-restaurant.fr,Boulogne-Billancourt,Île-de-France,France,https://www.fuga-restaurant.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Chef Sos Chef Sevres,contact@soschef.com,Sevres,Île-de-France,France,https://www.chefsoschef.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Le Reef Club,contact@reefclub.fr,Boulogne-Billancourt,Île-de-France,France,https://www.reefclub.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Tomme,tomme-gourmand@orange.fr,Boulogne-Billancourt,Île-de-France,France,https://www.tomme-sandwich.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Kasbah,kasbah@orange.fr,Boulogne-Billancourt,Île-de-France,France,https://www.kasbah-boulogne.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
L'Initiale Cafe,contact@linitialecafe.fr,Boulogne-Billancourt,Île-de-France,France,https://www.linitialecafe.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
Le Clocher du Village,contact@leclocherduvillage.com,Boulogne-Billancourt,Île-de-France,France,https://www.leclocherduvillage.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?activite=Restaurants&ville=Boulogne-Billancourt,
L'Octave,octave.lerestaurant@laseinemusicale.com,Boulogne-Billancourt,Île-de-France,France,https://www.laseinemusicale.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Mon Bistrot,monbistrot92@orange.fr,Boulogne-Billancourt,Île-de-France,France,https://www.mon-bistrot.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Tambouille,contact@tambouille-restaurant.fr,Boulogne-Billancourt,Île-de-France,France,https://www.tambouille-restaurant.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Woodiz,sav@woodiz.fr,Boulogne-Billancourt,Île-de-France,France,https://www.woodiz.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Vivaldi,amar.taleb@sfr.fr,Boulogne-Billancourt,Île-de-France,France,https://le-vivaldi.eatbu.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Minato,mengna.lisa.lin@hotmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.restaurant-japonais.biz,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Bangcook Fast-Good Thai,contact@bangcookresto.fr,Boulogne-Billancourt,Île-de-France,France,https://www.bangcookresto.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Cuizines,chateau@cuizines.fr,Boulogne-Billancourt,Île-de-France,France,https://www.cuizines.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Big Tom Pub,contact@bigtom-pub.fr,Boulogne-Billancourt,Île-de-France,France,https://www.bigtom-pub.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,yes
Restaurant La Place,laplaceboulogne@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://laplaceboulogne.eatbu.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
A Bicyclette,contact@a-bicyclette.fr,Boulogne-Billancourt,Île-de-France,France,https://www.a-bicyclette.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Pedra Alta,pedraalta.pt@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.pedraalta.pt,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
A Tavola,atavola@atavola.fr,Boulogne-Billancourt,Île-de-France,France,https://www.atavola.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Madame Monsieur,contact@madamemonsieur.info,Boulogne-Billancourt,Île-de-France,France,https://www.madamemonsieur.info,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Traiteur Shanghai,contact@traiteurshanghai.fr,Boulogne-Billancourt,Île-de-France,France,https://www.traiteurshanghai.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Les Calanques Bateau Reception,calanques@compagniedelaseine.com,Boulogne-Billancourt,Île-de-France,France,https://www.les-calanques.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Palais Celeste,palaisceleste@live.fr,Boulogne-Billancourt,Île-de-France,France,https://palaisceleste.site-solocal.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Cafe Seguin,cafeseguin@free.fr,Boulogne-Billancourt,Île-de-France,France,https://www.cafe-seguin.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Cafe de l'Industrie Boulogne,cafedelindustrie92@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.cafeindustrie.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Bagelstein Boulogne,gallieni-boulogne@bagelstein.com,Boulogne-Billancourt,Île-de-France,France,https://www.bagelstein.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Mise En Saine,contact@misensaine.com,Boulogne-Billancourt,Île-de-France,France,https://www.misensaine.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Pizza Mirabeau,info@pizzamirabeau.fr,Paris,Île-de-France,France,https://adastraperpizza.site-solocal.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,yes
La Terrasse Seguin,contact@laterrasseseguin.com,Boulogne-Billancourt,Île-de-France,France,https://www.laterrasseseguin.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=1&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Le Royal Tandoori,royaltandoori92@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.royaltandoori92.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
L'Everest Bodrum,everestbodrum92@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.leverest.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Tant Qu'il Y Aura Des Bretons,jeanlucbanroques@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://bannielbreizh.site-solocal.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Le Cafe Cherie,cafecherieboulogne@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.lecafecherie.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
La Machine a Coudes,lamachineacoudes@gmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.lamachineacoudes.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Chez Madeleine,contact@chezmadeleine.fr,Boulogne-Billancourt,Île-de-France,France,https://www.chezmadeleine.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Arkose Pont de Sevres,contactpontdesevres@arkose.com,Boulogne-Billancourt,Île-de-France,France,https://www.pontdesevres.arkose.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Chez Boulogne'tta,contact@chezboulognetta.fr,Boulogne-Billancourt,Île-de-France,France,https://www.chezboulognetta.fr,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,yes
La Principaute,emiliemeluc@hotmail.com,Boulogne-Billancourt,Île-de-France,France,https://www.la-principaute.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
Bellota-Bellota selon Byzance,commande@bellota-bellota.com,Boulogne-Billancourt,Île-de-France,France,https://www.bellota-bellota.com,https://www.annuaire-france.net/Recherche/recherch_par_activite_ville.php?pageNum_Re_av=2&totalRows_Re_av=93&activite=Restaurants&ville=Boulogne-Billancourt,
