Restaurant Name,Business Email,City,Region/State,Country,Website,Source URL
Restaurant 't Arsenaal,info@restaurantarsenaal.nl,Deventer,Overijssel,Netherlands,https://www.restaurantarsenaal.nl/,https://www.restaurantarsenaal.nl/
SOEPP,info@soepp.nl,Alkmaar,Noord-Holland,Netherlands,https://www.soepp.nl/,https://www.soepp.nl/
Schotsrestaurant Hielander,hielander.booking@gmail.com,Alkmaar,Noord-Holland,Netherlands,https://www.hielander.com/,https://www.hielander.com/
Roberto Bar e Cucina,info@roberto-alkmaar.nl,Alkmaar,Noord-Holland,Netherlands,https://roberto-alkmaar.nl/,https://roberto-alkmaar.nl/
Restaurant Bij Ons,info@restaurantbijons.nl,Gouda,Zuid-Holland,Netherlands,https://restaurantbijons.nl/,https://restaurantbijons.nl/contact
Restaurant Belvedère Gouda,info@belvedere-gouda.nl,Gouda,Zuid-Holland,Netherlands,https://belvedere-gouda.nl/,https://belvedere-gouda.nl/en/contacts/
Atlantis Gouda,info@atlantisgouda.nl,Gouda,Zuid-Holland,Netherlands,https://www.atlantisgouda.nl/,https://www.atlantisgouda.nl/
Restaurant de Taveerne,info@taveernetexel.nl,Texel,Noord-Holland,Netherlands,https://www.taveernetexel.nl/,https://www.taveernetexel.nl/contact
At Sea Texel,info@atseatexel.nl,Texel,Noord-Holland,Netherlands,https://www.atseatexel.nl/,https://www.atseatexel.nl/contact
De Kombuis Texel,info@kombuistexel.nl,Texel,Noord-Holland,Netherlands,https://www.kombuistexel.nl/,https://www.kombuistexel.nl/contact
Hart van Texel,info@hartvantexel.com,Texel,Noord-Holland,Netherlands,https://hartvantexel.com/,https://hartvantexel.com/
A Ver Tavira Restaurante,reservationsavertavira@gmail.com,Tavira,Faro District,Portugal,https://avertavira.com/,https://avertavira.com/en/contacts/
Come na Gaveta,comenagaveta@gmail.com,Tavira,Faro District,Portugal,https://comenagaveta.pt/,https://comenagaveta.pt/en/
Sabores da Ria,"geral@saboresdaria.com; reservas@saboresdaria.com",Tavira,Faro District,Portugal,https://saboresdaria.com/,https://saboresdaria.com/en/restaurante
Restaurante O Velho e o Mar,restauranteovelhoeomar@gmail.com,Sesimbra,Setúbal District,Portugal,https://restauranteovelhoeomar.com/,https://restauranteovelhoeomar.com/contactos/
Poké Bar,reservations@pokebar.pt,Sesimbra,Setúbal District,Portugal,https://www.ilovepokebar.com/,https://www.sesimbraoceanfront.com/en/restaurant-and-bar
Casa Mateus,reservas@casamateus.pt,Sesimbra,Setúbal District,Portugal,https://casamateus.pt/,https://casamateus.pt/
Taberna do Largo,spot@tabernadolargo.pt,Setúbal,Setúbal District,Portugal,https://tabernadolargo.pt/,https://tabernadolargo.pt/
Sem Horas,geral@sem-horas.pt,Setúbal,Setúbal District,Portugal,https://sem-horas.pt/,https://sem-horas.pt/contactos
Cais 20,cais_20@hotmail.com,Ponta Delgada,Azores,Portugal,https://www.restaurantecais20.pt/,https://www.restaurantecais20.pt/index.html
Restaurante Alcides,geral@alcides.pt,Ponta Delgada,Azores,Portugal,https://alcides.pt/,https://alcides.pt/restaurant/
Restaurante O Lagar,reservas@olagar.pt,Câmara de Lobos,Madeira,Portugal,https://www.olagar.pt/,https://www.olagar.pt/
Nadiya Hotel Restaurant,restoran@nadiyahotel.com,Ivano-Frankivsk,Ivano-Frankivsk Oblast,Ukraine,https://www.nadiyahotel.com,https://www.nadiyahotel.com/kontakty
Buha-Rest,buharest.pub@gmail.com,Ivano-Frankivsk,Ivano-Frankivsk Oblast,Ukraine,https://buharest.pub,https://buharest.pub/contacts/
Grand Hotel Roxolana Restaurant,info@hotel-roxolana.com,Ivano-Frankivsk,Ivano-Frankivsk Oblast,Ukraine,https://hotel-roxolana.com,https://hotel-roxolana.com/en/restaurant
Holiday Restaurant,restoran1holiday@gmail.com,Kharkiv,Kharkiv Oblast,Ukraine,http://holiday.kharkiv.ua,http://holiday.kharkiv.ua/
Fabrika.Space,fabrika.baresto@gmail.com,Kharkiv,Kharkiv Oblast,Ukraine,https://fabrika.space,https://fabrika.space/
Chekhov Restaurant,chekhov@firstline.in.ua,Kharkiv,Kharkiv Oblast,Ukraine,https://firstline.in.ua/en/kharkiv/restaurant/shekhov/,https://firstline.in.ua/en/kharkiv/restaurant/shekhov/
Yaroslavskiy Restaurant,"dostavkayaroslav@gmail.com; dostavkayarlav@gmail.com",Kharkiv,Kharkiv Oblast,Ukraine,http://yaroslavskiy.kh.ua,http://yaroslavskiy.kh.ua/
Uzh-Venezia,uzh.venezia@gmail.com,Uzhhorod,Zakarpattia Oblast,Ukraine,https://uz-venezia.com,https://uz-venezia.com/contacts/
Charda Restaurant,info@charda.com.ua,Uzhhorod,Zakarpattia Oblast,Ukraine,https://charda.com.ua,https://charda.com.ua/en/contacts
Eco Resort Butuceni,"info@butuceni.md; rezervari@butuceni.md",Orhei,Orhei District,Moldova,https://butuceni.md,https://butuceni.md/contacte
Complex Turistic Codru,codrucomplex@gmail.com,Orhei,Orhei District,Moldova,https://complex-codru.md/en/,https://complex-codru.md/en/
Hotel Muzaka Boutique Hotel & Restaurant,info@hotel-muzaka.com,Berat,Berat County,Albania,https://www.hotel-muzaka.com/,https://www.hotel-muzaka.com/
Tradita e Beratit,traditaeberatit@gmail.com,Berat,Berat County,Albania,https://traditaeberatit.com/,https://traditaeberatit.com/
Vojsava Restaurant,vojsava.gjirokaster@gmail.com,Gjirokastër,Gjirokastër County,Albania,https://vojsava-restaurant.al/,https://vojsava-restaurant.al/
Idromeno Restaurant,idromenorestaurant@gmail.com,Shkodër,Shkodër County,Albania,https://idromeno.al/,https://idromeno.al/
Restobar Jadran,office@restobarjadran.me,Herceg Novi,Herceg Novi Municipality,Montenegro,restobarjadran.me,https://www.inyourpocket.com/herceg-novi/jadran-restobar_162364v
Restaurant Or'O,restoranoro@gmail.com,Žabljak,Žabljak Municipality,Montenegro,https://restaurantoro.me/,https://restaurantoro.me/
Royal Kalaja,restaurant_kalaja@hotmail.com,Gjakova,Gjakova District,Kosovo,,https://darsmaks.com/gjakova/
Restaurant Hareja,r.hareja@hotmail.com,Gjakova,Gjakova District,Kosovo,,https://darsmaks.com/gjakova/
Restaurant Jeta,zefosmani@yahoo.com,Gjakova,Gjakova District,Kosovo,,https://darsmaks.com/gjakova/
URA Restaurant,ura-restaurant@hotmail.com,Gjakova,Gjakova District,Kosovo,https://www.facebook.com/ura.restaurant/,https://darsmaks.com/gjakova/
Restaurant Era,restauranterapeje@gmail.com,Peja,Peja District,Kosovo,,https://darsmaks.com/peja/
Restaurant Alaska,sumajfatos@gmail.com,Peja,Peja District,Kosovo,,https://darsmaks.com/peja/
Restaurant Univers,info@univers-ks.com,Peja,Peja District,Kosovo,,https://darsmaks.com/peja/
Restaurant Tref,restoran@hoteltreff.mk,Bitola,Pelagonia Region,North Macedonia,,https://www.restorani.com.mk/en/restoran/restoran-tref-bitola
Restaurant Aquarius,gentianamustafai@gmail.com,Struga,Southwestern Region,North Macedonia,,https://kajak.mk/gastronomija/restaurant-aquarius-struga-macedonia-en
Restaurant Adenia,info@restaurantadenia.com,Struga,Southwestern Region,North Macedonia,https://restaurantadenia.com/,https://restaurantadenia.com/?lang=en
Restaurant Håndværkeren,info@resth.dk,Roskilde,Region Zealand,Denmark,https://restaurant-haandvaerkeren.dk/,https://restaurant-haandvaerkeren.dk/profil/kontakt-restaurant-haandvaerkeren-roskilde/
Restaurant Vigen,mail@vigen.dk,Roskilde,Region Zealand,Denmark,https://www.vigen.dk/,https://www.vigen.dk/kontakt
Restaurant Snekken,restaurant@snekken.dk,Roskilde,Region Zealand,Denmark,https://snekken.dk/,https://snekken.dk/kontakt/
Pipers Hus,info@pipershus.dk,Roskilde,Region Zealand,Denmark,https://pipershus.dk/,https://pipershus.dk/
Restaurant Kaj,"info@rkaj.dk; selskaber@rkaj.dk",Helsingør,Region Capital,Denmark,https://www.rkaj.dk/en/,https://www.rkaj.dk/en/
Bistro Francophile,bo@francophile.dk,Helsingør,Region Capital,Denmark,https://francophile.dk/,https://francophile.dk/
Restaurant Strejf,info@restaurant-strejf.dk,Helsingør,Region Capital,Denmark,https://www.restaurant-strejf.dk/,https://www.restaurant-strejf.dk/
Kulturens Restaurang,bokning@kulturensrestaurang.com,Lund,Skåne County,Sweden,https://highfiveskane.se/kulturens-restaurang/,https://highfiveskane.se/kulturens-restaurang/
M.E.A.T. Lund,info@meatgrill.se,Lund,Skåne County,Sweden,https://www.meatgrill.se/,https://www.meatgrill.se/kontakt/
Klostergatan Vin & Delikatess,info@klostergatan.se,Lund,Skåne County,Sweden,https://klostergatan.se/,https://klostergatan.se/kontakt/
GASTROnome Mat & Bar,info@gastronome.se,Lund,Skåne County,Sweden,https://gastronome.se/,https://gastronome.se/
Ann's Restaurant,info@annskiruna.com,Kiruna,Norrbotten County,Sweden,https://www.annskiruna.com/en,https://www.annskiruna.com/en
Restaurant E-10,info@e-10.se,Kiruna,Norrbotten County,Sweden,https://www.e-10.se/en/restaurant/,https://www.e-10.se/en/restaurant/
Arctic Gourmet Cabin,info@arcticgourmetcabin.com,Kiruna,Norrbotten County,Sweden,https://kirunalapland.se/aktiviteter/arctic-gourmet-cabin-restaurang/,https://kirunalapland.se/aktiviteter/arctic-gourmet-cabin-restaurang/
LYNG mat & bar,booking@lyngmatogbar.no,Lillehammer,Innlandet,Norway,https://lyngmatogbar.no/,https://lyngmatogbar.no/booking/
Aksjemøllen Restaurant and Bar,"post@aksjemollen.no; toppen@aksjemollen.no",Lillehammer,Innlandet,Norway,https://aksjemollen.no/en/restaurant-and-bar/,https://aksjemollen.no/en/restaurant-and-bar/
Flåmsbrygga,mail@flamsbrygga.no,Flåm,Vestland,Norway,https://www.flamsbrygga.no/,https://en.flamsbrygga.no/om-oss/kontakt-oss
Ægir Bryggeri,info@aegirbryggeri.no,Flåm,Vestland,Norway,https://www.aegirbryggeri.no/,https://www.aegirbryggeri.no/om-aegir_2/
Ravintola Urban,info@ravintolaurban.fi,Kuopio,North Savo,Finland,https://www.ravintolaurban.fi/,https://www.ravintolaurban.fi/fi/yhteystiedot/
Ravintola Kuzina Wine & Daily,info@kuzina.fi,Kuopio,North Savo,Finland,https://kuzina.fi/,https://kuzina.fi/yhteystiedot/
Ravintola Kummisetä,ravintola@kummiseta.fi,Kuopio,North Savo,Finland,https://kummiseta.fi/,https://kummiseta.fi/en/contact-us/
Hygge Bro,info@hyggebro.fi,Kuopio,North Savo,Finland,https://www.hyggebro.fi/,https://www.hyggebro.fi/ota-yhteytta/
Ravintola Hella,info@hellaravintola.fi,Oulu,North Ostrobothnia,Finland,http://www.hellaravintola.fi/,http://www.hellaravintola.fi/yhteystiedot/
Ravintola Puistola,info@ravintolapuistola.fi,Oulu,North Ostrobothnia,Finland,https://ravintolapuistola.fi/,https://ravintolapuistola.fi/en/home/
Ravintola Uleåborg,ravintola@uleaborg.fi,Oulu,North Ostrobothnia,Finland,https://www.uleaborg.fi/,https://www.uleaborg.fi/en/home-2/
PG Restaurant Aachen,info@pgrestaurant.de,Aachen,Nordrhein-Westfalen,Germany,https://pgrestaurant.de,https://pgrestaurant.de/impressum
Restaurant Mila,mail@restaurant-mila.de,Aachen,Nordrhein-Westfalen,Germany,https://restaurant-mila.de,https://restaurant-mila.de/impressum/
Restaurant47,info@restaurant47.de,Aachen,Nordrhein-Westfalen,Germany,https://restaurant47.de,https://restaurant47.de/impressum/
Mangold Sushi und Wok,info@mangold-food.de,Aachen,Nordrhein-Westfalen,Germany,https://mangold-food.de,https://mangold-food.de/impressum/
Restaurant Macaroni,post@macaroni-aachen.de; rest@macaroni-aachen.de,Aachen,Nordrhein-Westfalen,Germany,https://restaurant-macaroni.de,https://restaurant-macaroni.de/impressum/
Restaurant Schneeberg,info@restaurant-schneeberg.de,Aachen,Nordrhein-Westfalen,Germany,https://www.restaurant-schneeberg.de,https://www.restaurant-schneeberg.de/imp.html
LuMiná Restaurant,info@lumina-restaurant.de,Münster,Nordrhein-Westfalen,Germany,https://www.lumina-restaurant.de,https://www.lumina-restaurant.de/?page_id=15
EMBER Restaurant,info@ember-restaurant.de,Münster,Nordrhein-Westfalen,Germany,https://ember-restaurant.de,https://ember-restaurant.de/impressum/
Moro112 Ristorante,info@moro112.de,Münster,Nordrhein-Westfalen,Germany,https://moro112.de,https://moro112.de/impressum/
Kleiner Kiepenkerl,info@kleiner-kiepenkerl.de,Münster,Nordrhein-Westfalen,Germany,https://kleiner-kiepenkerl.de,https://kleiner-kiepenkerl.de/
Restaurant MUNAY,munay.muenster@gmail.com,Münster,Nordrhein-Westfalen,Germany,https://restaurantmunay.wordpress.com,https://restaurantmunay.wordpress.com/impressum/
Mangal's Kitchen,fhkamberi@web.de,Hannover,Niedersachsen,Germany,https://restaurant-mangals-kitchen.de,https://restaurant-mangals-kitchen.de/impressum/
Hoa Asia Restaurant,neusaigon-hannover@t-online.de,Hannover,Niedersachsen,Germany,https://www.hoa-asia-hannover.de,https://www.hoa-asia-hannover.de/impressum/
Kulinaris Hannover,Kulinaris.hannover@web.de,Hannover,Niedersachsen,Germany,https://www.kulinaris-hannover.de,https://www.kulinaris-hannover.de/im
Restaurant Das Ding,mail@restaurant-dasding.de,Hannover,Niedersachsen,Germany,https://www.dasding-restaurant.de,https://www.dasding-restaurant.de/impressum/
Speiserei Hannover,speiserei@icloud.com,Hannover,Niedersachsen,Germany,https://speiserei-hannover.de,https://speiserei-hannover.de/impressum/
Restaurant EssKult,info@esskulthannover.de,Hannover,Niedersachsen,Germany,https://www.esskulthannover.de,https://www.esskulthannover.de/impressum/
Restaurant Radieschen,info@restaurant-radieschen.de,Hannover,Niedersachsen,Germany,https://restaurant-radieschen.de,https://restaurant-radieschen.de/impressum/
Restaurant Handwerk,info@handwerk-hannover.com,Hannover,Niedersachsen,Germany,https://handwerk-hannover.com,https://handwerk-hannover.com/en/imprint/
Castello Ristorante,castelloristorante@gmx.de,Hannover,Niedersachsen,Germany,https://www.castello-hannover.de,https://www.castello-hannover.de/impressum/
Das Wirtshaus in Kiel,kontakt@wirtshaus-kiel.de,Kiel,Schleswig-Holstein,Germany,https://www.wirtshaus-kiel.de,https://www.wirtshaus-kiel.de/impressum
Restaurant im Haus des Sports,info@hds-kiel.de,Kiel,Schleswig-Holstein,Germany,https://www.hds-kiel.de,https://www.hds-kiel.de/impressum/
Café Restaurant Bar Chagall,service@chagall-kiel.de,Kiel,Schleswig-Holstein,Germany,https://chagall-kiel.de,https://chagall-kiel.de/impressum/
Medea Restaurant,info@medea-restaurant.de,Kiel,Schleswig-Holstein,Germany,https://www.medea-restaurant.de,https://www.medea-restaurant.de/impressum
Restaurant KOS,finedining@kos-kiel.de,Kiel,Schleswig-Holstein,Germany,https://kos-kiel.de,https://kos-kiel.de/impressum/
Restaurant Loft,info@loft-potsdam.de,Potsdam,Brandenburg,Germany,https://loft-potsdam.de,https://loft-potsdam.de/impressum-und-datenschutz/
Restaurant Laila,info@laila-potsdam.com,Potsdam,Brandenburg,Germany,https://laila-potsdam.de,https://laila-potsdam.de/impressum/
El Puerto,reservierung@elpuerto.de,Potsdam,Brandenburg,Germany,https://www.elpuerto.de,https://www.elpuerto.de/impressum.html
Green Daily,info@green-daily.de,Potsdam,Brandenburg,Germany,https://green-daily.de,https://green-daily.de/restaurant-potsdam-impressum
Matador,info@matador-restaurant.de,Potsdam,Brandenburg,Germany,https://www.matador-potsdam.de,https://www.matador-potsdam.de/impressum-datenschutz?blank=1
Mido Potsdam,info@mido-potsdam.de,Potsdam,Brandenburg,Germany,https://www.mido-potsdam.de,https://www.mido-potsdam.de/impressum
Il Cortile,kontakt@ilcortile.de,Erfurt,Thüringen,Germany,https://ilcortile.de,https://ilcortile.de/impressum/
Restaurant Jedermann,info@jedermann-restaurant.de,Erfurt,Thüringen,Germany,https://www.jedermann-restaurant.de,https://www.jedermann-restaurant.de/index.php/impressum/
Glashütte Restaurant,kontakt@glashuette-restaurant.de,Erfurt,Thüringen,Germany,https://www.glashuette-restaurant.de,https://www.glashuette-restaurant.de/impressum/
Platzhirsch,info@platzhirsch-erfurt.com,Erfurt,Thüringen,Germany,https://www.platzhirsch-erfurt.com,https://www.platzhirsch-erfurt.com/Impressum/
Naumburgischer Keller,info@haus-zum-naumburgischen-keller.de,Erfurt,Thüringen,Germany,https://www.restaurant-in-erfurt.de,https://www.restaurant-in-erfurt.de/impressum/
Pier 37,info@pier37.de,Erfurt,Thüringen,Germany,https://www.pier37.de,https://www.pier37.de/impressum/
Schnitzler,schlemmen@schnitzler-restaurant.de,Erfurt,Thüringen,Germany,https://schnitzler-restaurant.de,https://schnitzler-restaurant.de/impressum
Restaurant Rossini,info@rossini-erfurt.de,Erfurt,Thüringen,Germany,https://rossini-erfurt.de,https://rossini-erfurt.de/impressum/
Restaurant Gänsbauer,info@restaurant-gaensbauer.de,Regensburg,Bayern,Germany,https://restaurant-gaensbauer.de,https://restaurant-gaensbauer.de/impressum/
Bischofshof am Dom,info@hotel-bischofshof.de,Regensburg,Bayern,Germany,https://www.hotel-bischofshof.de,https://www.hotel-bischofshof.de/impressum/?lang=en
Herrmann Restaurant & Catering,hansi@restaurant-herrmann.de,Regensburg,Bayern,Germany,https://www.restaurant-herrmann.com,https://www.restaurant-herrmann.com/impressum
Dechbettener Hof,info@dechbettener-hof.de,Regensburg,Bayern,Germany,http://dechbettener-hof.de,http://dechbettener-hof.de/
Historische Wurstküche,info@wurstkuchl.de,Regensburg,Bayern,Germany,https://www.wurstkuchl.de,https://www.wurstkuchl.de/impressum
Restaurant Goldene Waage,info@goldene-waage.de,Passau,Bayern,Germany,https://goldene-waage.de,https://goldene-waage.de/
Restaurant Da Franco,info@restaurantdafranco.de,Passau,Bayern,Germany,https://restaurantdafranco.de,https://restaurantdafranco.de/impressum/
Restaurant Pomeranz,restaurant@pomeranz-passau.de,Passau,Bayern,Germany,https://www.pomeranz-passau.de,https://www.pomeranz-passau.de/Impressum/
Safi Restaurant,Restaurant-Safi@web.de,Passau,Bayern,Germany,https://www.safi-passau.de,https://www.safi-passau.de/impressum-datenschutz
Coto Restaurant,info@coto-restaurant.de,Passau,Bayern,Germany,https://coto-restaurant.de,https://coto-restaurant.de/impressum/
Namaste Indisches Restaurant,ukhan3861@gmail.com,Passau,Bayern,Germany,https://www.namasterestaurant-passau.de,https://www.namasterestaurant-passau.de/
Restaurant-Saz,restaurantsazwi@gmail.com,Wiesbaden,Hessen,Germany,https://www.saz-wi.de,https://www.saz-wi.de/about/
Pizzeria Napoli,info@napoli-wiesbaden.de,Wiesbaden,Hessen,Germany,https://napoli-wiesbaden.de,https://napoli-wiesbaden.de/impressum/
Restaurant Palmyra,info@restaurant-palmyra.com,Wiesbaden,Hessen,Germany,https://restaurant-palmyra.com,https://restaurant-palmyra.com/impressum/?lang=en
Sultan Restaurant,info@sultanwiesbaden.de,Wiesbaden,Hessen,Germany,https://sultanwiesbaden.de,https://sultanwiesbaden.de/kontakt/
Sajo Restaurant,sajorestaurant@gmail.com,Wiesbaden,Hessen,Germany,https://sajorestaurant.de,https://sajorestaurant.de/impressum/
TAVO Soulfood,gude@tavo.restaurant,Wiesbaden,Hessen,Germany,https://www.tavo.restaurant,https://www.tavo.restaurant/impressum/
Chinakrone,info@chinakrone.eu,Wiesbaden,Hessen,Germany,https://chinakrone.eu,https://chinakrone.eu/
Misaki Sushi & Grill,info@misaki-mainz.de,Mainz,Rheinland-Pfalz,Germany,https://www.misaki-mainz.de,https://www.misaki-mainz.de/impressum
Restaurant Mediterraneo,mediterraneo.mz@gmx.de,Mainz,Rheinland-Pfalz,Germany,https://mediterraneo-mainz.de,https://mediterraneo-mainz.de/impressum
Ristorante Piccolo Mondo,info@piccolomondo-it.de,Mainz,Rheinland-Pfalz,Germany,https://www.piccolomondo-it.de,https://www.piccolomondo-it.de/impressum.html
12er Restaurant,kontakt@12er-restaurant.de,Mainz,Rheinland-Pfalz,Germany,https://12errestaurant.wordpress.com,https://12errestaurant.wordpress.com/impressum/
Gautor Restaurant & Café,info@gautor-mainz.de,Mainz,Rheinland-Pfalz,Germany,https://www.gautor-mainz.info,https://www.gautor-mainz.info/about/
China Garden Restaurant,chinagarden.mainz@gmail.com,Mainz,Rheinland-Pfalz,Germany,https://www.chinagarden-mainz.de,https://www.chinagarden-mainz.de/impressum
Heiliggeist Restaurant,info@heiliggeist-mainz.de,Mainz,Rheinland-Pfalz,Germany,https://www.heiliggeist.de,https://www.heiliggeist.de/en/impressum-datenschutz
Restaurant La Gallerie,genuss@lagallerie-mainz.de,Mainz,Rheinland-Pfalz,Germany,https://lagallerie-mainz.de,https://lagallerie-mainz.de/impressum/
Kuchnia Restauracja,kontakt@kuchniarestauracja.pl,Bydgoszcz,Kujawsko-Pomorskie,Poland,https://kuchniarestauracja.pl,https://kuchniarestauracja.pl/kontakt/
Restauracja Osiedlowa,restauracja@restauracjaosiedlowa.pl,Bydgoszcz,Kujawsko-Pomorskie,Poland,https://restauracjaosiedlowa.pl,https://restauracjaosiedlowa.pl/
Restauracja Telimena,telimena@restauracjebydgoszcz.pl,Bydgoszcz,Kujawsko-Pomorskie,Poland,https://restauracjebydgoszcz.pl,https://restauracjebydgoszcz.pl/lokale/restauracja-telimena
Trufla i Wino,biuro@truflaiwino.pl,Białystok,Podlaskie,Poland,https://truflaiwino.pl,https://truflaiwino.pl/kontakt/
Atmosfera Resto & Bar,biuro@atmosferaresto.pl,Białystok,Podlaskie,Poland,https://atmosferaresto.pl,https://atmosferaresto.pl/
Restauracja Żubrowisko,biuro@zubrowisko.com.pl,Białystok,Podlaskie,Poland,https://zubrowisko.com.pl,https://zubrowisko.com.pl/
Restauracja Biesiadna,biesiadna.bialystok@gmail.com,Białystok,Podlaskie,Poland,https://www.biesiadna-bialystok.pl,https://www.biesiadna-bialystok.pl/kontakt
Restauracja Dworzysko,info@restauracjadworzysko.pl,Rzeszów,Podkarpackie,Poland,https://restauracjadworzysko.pl,https://restauracjadworzysko.pl/kontakt/
Stary Browar Rzeszowski,rezerwacje@browar-rzeszow.pl,Rzeszów,Podkarpackie,Poland,https://www.browar-rzeszow.pl,https://www.browar-rzeszow.pl/kontakt.html
Restauracja Panorama,kontakt@restauracjapanorama.net,Rzeszów,Podkarpackie,Poland,https://restauracjapanorama.net,https://restauracjapanorama.net/kontakt
Restauracja Konfitura,kontakt@restauracjakonfitura.pl,Rzeszów,Podkarpackie,Poland,https://restauracjakonfitura.pl,https://restauracjakonfitura.pl/
Restauracja Domowa,kontakt@domowatorun.pl,Toruń,Kujawsko-Pomorskie,Poland,https://domowatorun.pl,https://domowatorun.pl/contact/
Chleb i Wino,chlebiwino.torun@gmail.com,Toruń,Kujawsko-Pomorskie,Poland,https://chlebiwino.eu,https://chlebiwino.eu/starowka-torun-restauracja/
Bistrot Miraux,bistrotmiraux@gmail.com,Toruń,Kujawsko-Pomorskie,Poland,https://bistrotmiraux.com,https://bistrotmiraux.com/en/contact/
Restauracja Oranżeria,rezerwacja@oranzeria.eu,Kielce,Świętokrzyskie,Poland,https://oranzeria.eu,https://oranzeria.eu/kontakt/
The Moment,kontakt@themoment.pl,Kielce,Świętokrzyskie,Poland,https://themoment.pl,https://themoment.pl/
PoRzeczka,restauracjaporzeczka@gmail.com,Kielce,Świętokrzyskie,Poland,https://kielce.zamawiaj.online/kontakt/porzeczka-kielce,https://kielce.zamawiaj.online/kontakt/porzeczka-kielce
Restauracja Gęś i Zając,gesizajac@gmail.com,Olsztyn,Warmińsko-Mazurskie,Poland,https://gesizajac.pl,https://gesizajac.pl/
Casablanca Restauracja,restauracja@casablanca.olsztyn.pl,Olsztyn,Warmińsko-Mazurskie,Poland,https://www.casablanca.olsztyn.pl,https://www.casablanca.olsztyn.pl/
Bistro Kopernika,kontakt@bistrokopernika.pl,Olsztyn,Warmińsko-Mazurskie,Poland,https://bistrokopernika.pl,https://bistrokopernika.pl/kontakt/
Kaiseki Sushi Bar,info@kaiseki.pl,Opole,Opolskie,Poland,https://kaiseki.pl,https://kaiseki.pl/kontakt/
Restauracja Czardasz,restauracja@czardasz.opole.pl,Opole,Opolskie,Poland,https://czardasz.opole.pl,https://czardasz.opole.pl/kontakt/
Restauracja Paradis,info@paradis.opole.pl,Opole,Opolskie,Poland,https://paradis.opole.pl,https://paradis.opole.pl/kontakt/
Restaurace Nakraji,info@nakraji.cz,Liberec,Liberecký kraj,Czechia,https://www.nakraji.cz,https://www.nakraji.cz/kontakt
Restaurace Svoboda,info@restauracesvoboda.cz,Liberec,Liberecký kraj,Czechia,https://www.restauracesvoboda.cz,https://www.restauracesvoboda.cz/
Steak House Liberec,steakhouseliberec@seznam.cz,Liberec,Liberecký kraj,Czechia,https://www.steakhouseliberec.cz,https://www.steakhouseliberec.cz/kontakty/
Moravský grunt,Moravskygrunt@seznam.cz; info@moravsky-grunt.cz,Olomouc,Olomoucký kraj,Czechia,https://moravsky-grunt.cz,https://moravsky-grunt.cz/en/kontakt/
Penzion a restaurace U Růže,info@uruze.cz,Hradec Králové,Královéhradecký kraj,Czechia,https://www.uruze.cz,https://www.uruze.cz/kontakt
All This Sněmovna,info@allthissnemovna.cz,Hradec Králové,Královéhradecký kraj,Czechia,https://www.allthissnemovna.cz,https://www.allthissnemovna.cz/
Restaurace Slávka,restauraceslavka@email.cz,Hradec Králové,Královéhradecký kraj,Czechia,https://restauraceslavka.cz,https://restauraceslavka.cz/kontakt/
Restaurace Na Cibulce,restaurace@nacibulce.cz,Pardubice,Pardubický kraj,Czechia,https://www.nacibulce.cz,https://www.nacibulce.cz/kontakt
St. Patrick Irish Restaurant,info@stpatrick.cz,Pardubice,Pardubický kraj,Czechia,https://stpatrick.cz,https://stpatrick.cz/kontakt/
Hostinec Staré Čívice,hostinec@hostinecstarecivice.cz,Pardubice,Pardubický kraj,Czechia,https://www.hostinecstarecivice.cz,https://www.hostinecstarecivice.cz/
Restaurace U Ševce,info@restauraceusevce.cz,Zlín,Zlínský kraj,Czechia,https://www.restauraceusevce.cz,https://www.restauraceusevce.cz/cz/restaurace/jl_menu
Penzion a restaurace Dobré Hnízdo,info@dobrehnizdo.cz,Zlín,Zlínský kraj,Czechia,https://www.dobrehnizdo.cz,https://www.dobrehnizdo.cz/
U Pana domácího,restaurace@upanadomaciho.cz,Zlín,Zlínský kraj,Czechia,https://upanadomaciho.cz,https://upanadomaciho.cz/
BRIO Restaurant,info@briorestaurant.cz,České Budějovice,Jihočeský kraj,Czechia,https://www.briorestaurant.cz,https://www.briorestaurant.cz/brio-restaurant.html
Restaurace Metropol,info@restauracemetropol.cz,České Budějovice,Jihočeský kraj,Czechia,https://www.restauracemetropol.cz,https://www.restauracemetropol.cz/kontakty/
Marcal Étterem,info@marcal-etterem.hu,Győr,Győr-Moson-Sopron,Hungary,https://marcal-etterem.hu,https://marcal-etterem.hu/kapcsolat/
Kakas Vendéglő,info@kakasvendeglo.hu,Győr,Győr-Moson-Sopron,Hungary,https://www.kakasvendeglo.hu,https://www.kakasvendeglo.hu/
Eperjes Étterem,eperjesetterem@gmail.com,Nyíregyháza,Szabolcs-Szatmár-Bereg,Hungary,https://www.eperjesetterem.hu,https://www.eperjesetterem.hu/
Stella Rose Étterem,info@stellarose.hu,Nyíregyháza,Szabolcs-Szatmár-Bereg,Hungary,https://www.stellarose.hu,https://www.stellarose.hu/napi-menu
Fekete Gólya Étterem,foglalas@feketegolya.hu,Kecskemét,Bács-Kiskun,Hungary,https://www.feketegolya.hu,https://www.feketegolya.hu/
Kisbugaci Étterem és Rendezvényház,kisbugaci.csarda@gmail.com,Kecskemét,Bács-Kiskun,Hungary,https://kisbugaci.hu,https://kisbugaci.hu/kapcsolat/
