Restaurant Name,Business Email,City,State,Website,Source URL
Guapo's Cocina & Bar,marketing@guaposrestaurant.com,Gaithersburg,MD,https://guaposrestaurant.com,https://guaposrestaurant.com/location/gaithersburg-guapos-restaurant/
Viet Pearl Restaurant,vietpearlrestaurant@gmail.com,Ellicott City,MD,https://www.vietpearlmd.com,https://www.vietpearlmd.com/
Leelynn's Dining Room and Lounge,lee@leelynns.com,Ellicott City,MD,https://leelynns.com,https://leelynns.com/
The Trolley Stop Restaurant,trolleystop101@gmail.com,Ellicott City,MD,https://newtrolleystop.com,https://newtrolleystop.com/
Ellicott City Diner,info@ecdiner.com,Ellicott City,MD,https://ecdiner.com,https://ecdiner.com/contact/
Ocean Odyssey,info@toddseafood.com,Cambridge,MD,https://toddseafood.com,https://toddseafood.com/cambridge-md-seafood-restaurant-contact/
Bistro St. Michaels,inquiries@bistrostmichaels.com,St. Michaels,MD,https://www.bistrostmichaels.com,https://www.bistrostmichaels.com/
It's Masala Time,timeitsmasala@gmail.com,Chestertown,MD,https://itsmasalatime.com,https://itsmasalatime.com/
Marketa Dining & Drinks,VacationColumbia@gmail.com,Columbia,MD,https://www.columbiaandchill.com,https://www.columbiaandchill.com/
Amicci's Casual Eatery,info@amiccis.com,Baltimore,MD,https://www.amiccis.com,https://www.amiccis.com/
Sunset Grille,Sunsetgrille90@verizon.net,Ocean City,MD,https://ocsunsetgrille.com,https://ocsunsetgrille.com/
Hooked,HOOKED@COMMONGROUNDHOSPITALITY.COM,Ocean City,MD,https://www.hookedoc.com,https://www.hookedoc.com/contact-3
Indochine,indochinebusiness@gmail.com,Baltimore,MD,https://www.indochinemd.com,https://www.indochinemd.com/
Pilsen Yards,info@pilsenyards.com,Chicago,IL,https://www.pilsenyards.com/,https://www.pilsenyards.com/
Ten Mile House,Jamie@tmhevanston.com,Evanston,IL,https://www.tmhevanston.com/,https://www.tmhevanston.com/
Cross Rhodes,sabieka@aol.com,Evanston,IL,https://crossrhodesevanston.com/,https://crossrhodesevanston.com/contact/
The Little Gem Cafe,Info@thelittlegemcafe.com,Oak Park,IL,https://thelittlegemcafe.com/,https://thelittlegemcafe.com/
Citrine Cafe,becky@topazcafe.com,Oak Park,IL,https://www.citrinecafe.com/,https://www.citrinecafe.com/
Mystic Kitchen & Tasting Room,chelsea.mystic@gmail.com,Bloomington,IL,https://www.mystickitchen.net/,https://www.mystickitchen.net/
The Pass Pub & Grill,ThePassPub2303@gmail.com,Bloomington,IL,https://thepasspub.com/,https://thepasspub.com/
The Sit Down Cafe,eat@thesitdowncafe.com,Chicago,IL,https://thesitdowncafe.com/,https://thesitdowncafe.com/
Tryzub Ukrainian Kitchen,info@tryzubchicago.com,Chicago,IL,https://tryzubchicago.com/,https://tryzubchicago.com/
Hai Yen Vietnamese Cuisine,info@haiyenrestaurant.com,Chicago,IL,https://haiyenrestaurant.com/argyle.html,https://haiyenrestaurant.com/argyle.html
Hearth Restaurant,hugh@hearthpeoria.com,Peoria Heights,IL,https://www.hearthpeoria.com/,https://www.hearthpeoria.com/contact-us
The Duck Inn,contact@theduckinnchicago.com,Chicago,IL,https://theduckinnchicago.com/,https://theduckinnchicago.com/
Arya Bhavan,aryabhavan@aol.com,Chicago,IL,https://aryabhavan.com/,https://aryabhavan.com/
Soule,brflagg@soulechicago.com,Chicago,IL,https://soulechicago.com/,https://soulechicago.com/
Generals' Restaurant,sales@desotohouse.com,Galena,IL,https://desotohouse.com/restaurants/generals-restaurant/,https://desotohouse.com/restaurants/generals-restaurant/
Shimla Peppers,shimlapeppers1978@gmail.com,Naperville,IL,https://www.shimlapeppersnaperville.com/,https://www.shimlapeppersnaperville.com/
Pitaville Mediterranean Grill,info@pitaville.com,Naperville,IL,https://pitaville.com/,https://pitaville.com/
Beity,reservations@beitychicago.com,Chicago,IL,https://www.beitychicago.com/,https://www.beitychicago.com/
Watson's Shack & Rail,info@watsonschicken.com,Champaign,IL,https://www.watsonschicken.com/shack-and-rail,https://www.watsonschicken.com/shack-and-rail
Cajun Cafe Chicago,Sales@cajuncafechicago.com,Chicago,IL,https://www.cajuncafechicago.com/,https://www.cajuncafechicago.com/menus
Log Cabin Steakhouse,info@logcabingalena.com,Galena,IL,https://logcabingalena.com/,https://logcabingalena.com/
Furama Restaurant,info@furamachicago.com,Chicago,IL,https://furamachicago.com/,https://furamachicago.com/
Demera Ethiopian Restaurant,info@demerachicago.com,Chicago,IL,https://www.demerachicago.com/,https://www.demerachicago.com/reservation
The Laurel,thelaurelrestaurant@gmail.com,West Hartford,CT,https://www.thelaurelrestaurantandbar.com/,https://www.thelaurelrestaurantandbar.com/
Oak and Almond,info@oakandalmond.com,Norwalk,CT,https://oakandalmond.com/,https://oakandalmond.com/
Zohara Mediterranean Kitchen,info@zoharact.com,West Hartford,CT,https://www.zoharact.com/,https://www.zoharact.com/contact
Treva Restaurant & Bar,trevamanagement@dororg.com,West Hartford,CT,https://www.trevact.com/,https://www.trevact.com/contacts
Çka Ka Qëllu,info@ckakaqellu.com,Stamford,CT,https://ckakaqellu.com/,https://ckakaqellu.com/
Al Forno,mail@alforno.com,Providence,RI,https://alforno.com/,https://alforno.com/contact
Nicks on Broadway,info@nicksonbroadway.com,Providence,RI,https://www.nicksonbroadway.com/,https://www.nicksonbroadway.com/
Iggy's Doughboys & Chowder House,warwick.team@iggysri.com,Warwick,RI,https://iggysri.com/,https://iggysri.com/locations/warwick/
Los Andes Restaurant,info@losandesri.com,Providence,RI,https://losandesri.com/,https://losandesri.com/
Nana's Bakery & Pizza,info@nanasri.com,Westerly,RI,https://www.nanasri.com/,https://www.nanasri.com/
Amaryllis,amaryllisne@gmail.com,Providence,RI,https://www.amaryllisri.com/,https://www.amaryllisri.com/
Kid Shelleen's Charcoal House & Saloon,kidsinfo@kidshelleens.com,Wilmington,DE,https://www.harryshospitalitygroup.com/kid-shelleens/,https://www.harryshospitalitygroup.com/kid-shelleens/contact-us/
Home Grown Cafe,eat@homegrowncafe.com,Newark,DE,https://www.homegrowncafe.com/,https://www.homegrowncafe.com/contact/
Jackson House,jacksonhouse@bluemezcalgroup.com,Middletown,DE,https://jacksonhousede.com/,https://jacksonhousede.com/
Scalessa's Old School Italian Kitchen,cafescalessa@aol.com,Wilmington,DE,https://www.scalessas.com/,https://www.scalessas.com/
Walt's Flavor Crisp Chicken,symanthia@waltschickende.com,Wilmington,DE,https://waltschickende.com/,http://waltschickende.com/contact_us
Aunt Maude's,auntmaudes@isunet.net,Ames,IA,https://auntmaudes.com/,https://auntmaudes.com/
Great Plains Sauce & Dough Co.,office@greatplainspizza.com,Ames,IA,https://www.greatplainspizza.com/,https://www.greatplainspizza.com/
712 Eat + Drink,sevenonetwocb@gmail.com,Council Bluffs,IA,https://sevenonetwocb.com/,https://sevenonetwocb.com/contact
Boxer Barbeque,Feedback@BoxerBBQ.com,Council Bluffs,IA,https://www.boxerbbq.com/,https://www.boxerbbq.com/
Tish's Restaurant,kathy@tishs.com,Council Bluffs,IA,https://www.tishs.com/,https://www.tishs.com/contact-reservations
Alba,Albadsm524@gmail.com,Des Moines,IA,https://www.albadsm.com/,https://www.albadsm.com/
Fong's Pizza,desmoines@fongspizza.com,Des Moines,IA,https://fongspizza.com/,https://fongspizza.com/des-moines-east-village-fong-s-pizza-about
Lua Brewing,info@luabeer.com,Des Moines,IA,https://luabeer.com/,https://luabeer.com/des-moines-sherman-hill-lua-brewing-about
Siam Square,info@siamsquareindy.com,Indianapolis,IN,https://siamsquareindy.com/,https://siamsquareindy.com/
Balena,info@balenaindy.com,Indianapolis,IN,https://balenaindy.com/,https://balenaindy.com/about
Moon India Restaurant,moonindia1540@gmail.com,Indianapolis,IN,https://moonindiarestaurant.com/,https://moonindiarestaurant.com/
Mi Hacienda Mexican Restaurant,mihaciendacarmel@gmail.com,Carmel,IN,https://mihaciendacarmel.com/,https://mihaciendacarmel.com/contact-us.php
Jawdi Grill,jawdigrill@gmail.com,Carmel,IN,https://jawdigrill.smartonlineorder.com/,https://jawdigrill.smartonlineorder.com/
Halal Eats,halaleatsfw@gmail.com,Fort Wayne,IN,https://www.halaleatsfw.com/,https://www.halaleatsfw.com/contact
Banh Mi Barista,lequeo12345@gmail.com,Fort Wayne,IN,http://banhmibarista.com/,http://banhmibarista.com/contact
Comfort by the Cross-Eyed Cricket,info@comfortevv.com,Evansville,IN,https://www.comfortevv.com/,https://www.comfortevv.com/contact
Samuel's,hello@luckybuckethospitality.com,Evansville,IN,https://www.eatatsamuels.com/,https://www.eatatsamuels.com/visit
Osteria Rago,info@osteriarago.com,Bloomington,IN,https://www.osteriarago.com/,https://www.osteriarago.com/contact
Taste of India,hello@tasteofindiabtown.com,Bloomington,IN,https://www.tasteofindiabtown.com/,https://www.tasteofindiabtown.com/
Casa Brava,maurisleon@outlook.com,Bloomington,IN,https://www.casabravabloomington.com/,https://www.casabravabloomington.com/
Shiki Japanese Restaurant,shiki_cody@hotmail.com,Cody,WY,https://www.codysushi.com/,https://www.codysushi.com/
Villa Amore,amorevilla79@gmail.com,Lincoln,NE,https://villaamorelincoln.com/,https://villaamorelincoln.com/
Juniper Take Out & Restaurant,junipertakeout@comcast.net,Logan,UT,https://www.junipertakeout.com/,https://www.junipertakeout.com/
Herm's Inn,info@hermsinn.com,Logan,UT,https://www.hermsinn.com/,https://www.hermsinn.com/
The Chocolate Bar,contact@thechocolatebargi.com,Grand Island,NE,http://www.thechocolatebargi.com/,http://www.thechocolatebargi.com/
Harry's Restaurant,info@harrysmanhattan.com,Manhattan,KS,https://www.harrysmanhattan.com/,https://www.harrysmanhattan.com/contact.html
Genovese Italian Restaurant,genoitalianks@gmail.com,Lawrence,KS,https://genoveseitalianks.com/,https://genoveseitalianks.com/
Cozy Burger,steveh@cozyburger.com,Salina,KS,https://www.cozyburger.com/,https://www.cozyburger.com/
Sanford's Grub & Pub,cheyenne@thegrubandpub.com,Cheyenne,WY,https://www.sanfordsgrubandpub.com/,https://www.sanfordsgrubandpub.com/location/sanfords-grub-and-pub-cheyenne/
Xetava Gardens Cafe,xetavarestaurant@outlook.com,Ivins,UT,https://www.xetava.com/,https://www.xetava.com/
Cliffside Restaurant,manager@cliffsiderestaurant.com,St. George,UT,https://www.cliffsiderestaurant.com/,https://www.cliffsiderestaurant.com/contact.htm
Bella Fuoco Wood Fired Pizza,bellafuocowyo@gmail.com,Cheyenne,WY,https://www.bellafuocopizza.com/,https://www.bellafuocopizza.com/
Do Eat Asian Cuisine,kiky@doeatasiancuisine.com,Minot,ND,https://www.doeatasiancuisine.com/,https://www.doeatasiancuisine.com/
Tona Sushi Bar & Grill,tonarestaurant@gmail.com,Ogden,UT,https://tonarestaurant.com/,https://tonarestaurant.com/
Buddha's Bar At The Sands,wingsands@yahoo.com,Rock Springs,WY,https://www.hungrybuddhasands.com/,https://www.hungrybuddhasands.com/contact
Rajmahal Indian Cuisine and Bar,info@rajindiankc.com,Overland Park,KS,https://www.rajindiankc.com/,https://www.rajindiankc.com/
EMRY's Garden,events@thetroybeergarden.com,Troy,NY,https://emrysgarden.com/,https://emrysgarden.com/
Testo's Restaurant,testosrestaurant@yahoo.com,Troy,NY,https://testosrestaurant.com/,https://testosrestaurant.com/
Kings Valley Diner,kingsvalleydiner@aol.com,Kingston,NY,https://kingsvalleydiner.com/,https://kingsvalleydiner.com/
The Roundhouse,info@roundhousebeacon.com,Beacon,NY,https://www.roundhousebeacon.com/,https://www.roundhousebeacon.com/restaurants-bars/
Wonderbar,hello@wonderbarbeacon.com,Beacon,NY,https://www.wonderbarbeacon.com/,https://www.wonderbarbeacon.com/
Montauk Lobster House,info@mtklobsterhouse.com,Montauk,NY,https://www.mtklobsterhouse.com/,https://www.mtklobsterhouse.com/
Bilboquet Sag Harbor,sag@lebilboquetny.com,Sag Harbor,NY,https://lebilboquetsag.com/,https://lebilboquetsag.com/contact/
Shippy's Restaurant,marketing@shippys.com,Southampton,NY,https://shippys.com/,https://shippys.com/
Crew Restaurant & Bar,Amanda@crewrestaurant.com,Poughkeepsie,NY,https://www.crewrestaurant.com/,https://www.crewrestaurant.com/contact
La Lanterna Italian Restaurant,events@lalanterna.com,Yonkers,NY,https://lalanterna.com/,https://lalanterna.com/contact/
Millie's Old World,contact@milliesoldworld.com,Staten Island,NY,https://www.milliesoldworld.com/,https://www.milliesoldworld.com/location/millies-staten-island/
Soysauce Kosher Chinese Takeout,soysauceorders@gmail.com,Flushing,NY,https://www.soysauceusa.com/,https://www.soysauceusa.com/
Amylos Taverna,amylosgroup@amylos.com,Astoria,NY,https://amylos.com/,https://amylos.com/
Rooted Montauk,rootedmtk@gmail.com,Montauk,NY,https://www.rootedmontauk.com/,https://www.rootedmontauk.com/
Southampton Publick House,info@publick.com,Southampton,NY,https://publick.com/,https://publick.com/
MezzaNotte Ristorante,info@mezzanottealbany.com,Albany,NY,https://www.mezzanottealbany.com/,https://www.mezzanottealbany.com/
Gioia Mia,feedme@gioiamianj.com,Montclair,NJ,https://www.gioiamianj.com,https://www.gioiamianj.com/contact-1/
Bonjour Montclair Cafe,bonjourmontclaircafe@gmail.com,Montclair,NJ,https://bonjourmontclaircafe.com,https://bonjourmontclaircafe.com/
Mesob Ethiopian Restaurant,admin@mesobrestaurant.com,Montclair,NJ,https://mesobrestaurant.com,https://mesobrestaurant.com/contact.html
Kristine's,info@kristinesprinceton.com,Princeton,NJ,https://www.kristinesprinceton.com,https://www.kristinesprinceton.com/
Witherspoon Grill,info@witherspoongrill.com,Princeton,NJ,https://www.witherspoongrill.com,https://www.witherspoongrill.com/
Blue Point Grill,info@bluepointgrill.com,Princeton,NJ,https://www.bluepointgrillprinceton.com,https://www.bluepointgrillprinceton.com/
Frog and Peach,maria@frogandpeach.com,New Brunswick,NJ,https://frogandpeach.com,https://frogandpeach.com/private-events/
Labebe Prime,contact@labebenj.com,New Brunswick,NJ,http://www.labeberestaurant.com,http://www.labeberestaurant.com/private-dining
Patrizia's,info@patrizias.com,Red Bank,NJ,https://www.patrizias.com,https://www.patrizias.com/location/patrizias-red-bank/
Gabriella's Italian Steakhouse,info@gabriellasnj.com,Red Bank,NJ,https://www.gabriellasnj.com,https://www.gabriellasnj.com/
1776 Morristown,hello@1776morristown.com,Morristown,NJ,https://www.1776morristown.com,https://www.1776morristown.com/contact/
Sushi Lounge Morristown,hqhospitalitynj@gmail.com,Morristown,NJ,https://morristown.sushiloungenj.com,https://morristown.sushiloungenj.com/
Indeblue Modern Indian,indeblue@indebluerestaurant.com,Cherry Hill,NJ,https://www.indebluerestaurant.com,https://www.indebluerestaurant.com/
Ristorante Toscana,toscana52cherryhill@gmail.com,Cherry Hill,NJ,https://toscanacherryhill.com,https://toscanacherryhill.com/contact/
Farm & Fisherman Tavern,fandftavern@gmail.com,Cherry Hill,NJ,https://fandftavern.com,https://fandftavern.com/
Cuba Libre Restaurant,info@cubalibrerestaurant.com,Atlantic City,NJ,https://www.cubalibrerestaurant.com,https://www.cubalibrerestaurant.com/en/atlantic-city/contact/
Dock's Oyster House,info@docksoysterhouse.com,Atlantic City,NJ,https://www.docksoysterhouse.com,https://www.docksoysterhouse.com/hours-location
Court Street Restaurant & Bar,contact@courtstreet.com,Hoboken,NJ,https://courtstreet.com,https://courtstreet.com/
Cafe Michelina,cafemichelina@gmail.com,Hoboken,NJ,https://cafemichelinahoboken.com,https://cafemichelinahoboken.com/
Halifax Hoboken,info@halifaxhoboken.com,Hoboken,NJ,https://www.halifaxhoboken.com,https://www.halifaxhoboken.com/reserve/
El Sabroso Restaurant,info@elsabrosojc.com,Jersey City,NJ,https://www.elsabrosojc.com,https://www.elsabrosojc.com/
Swadist Restaurant,info@swadistmeal.com,Jersey City,NJ,https://www.swadistmeal.com,https://www.swadistmeal.com/
Razza,info@razzanj.com,Jersey City,NJ,https://razzanj.com,https://razzanj.com/contact/
Aubrey's Corner,hello@aubreyscorner.com,Summit,NJ,https://www.aubreyscorner.com,https://www.aubreyscorner.com/
Ani Ramen Summit,info@aniramen.com,Summit,NJ,https://www.aniramen.com,https://www.aniramen.com/location/ani-ramen-summit/
Quarter Bistro,info@qbcincy.com,Cincinnati,OH,https://qbcincy.com/,https://qbcincy.com/
Via Vite,info@viaviterestaurant.com,Cincinnati,OH,https://www.viaviterestaurant.com/,https://www.viaviterestaurant.com/reservations/
Al-Posto,info@al-posto.com,Cincinnati,OH,https://al-posto.com/,https://al-posto.com/
Forno Osteria & Bar,info@fornoosteriabar.com,Cincinnati,OH,https://www.fornoosteriabar.com/,https://www.fornoosteriabar.com/reservations/
Pho Lang Thang,info@pholangthang.com,Cincinnati,OH,https://www.pholangthang.com/,https://www.pholangthang.com/
Nolia Kitchen,hello@noliakitchen.com,Cincinnati,OH,https://noliakitchen.com/,https://noliakitchen.com/
Taqueria Mercado Cincy,Luis.Leon@panaderiamex.com,Cincinnati,OH,https://www.tmercadocincy.com/,https://www.tmercadocincy.com/
Lalo,lalo@yolorestaurants.com,Cincinnati,OH,https://lalocincinnati.com/,https://lalocincinnati.com/
Doc Watson's,docwatsons@bex.net,Toledo,OH,https://www.docwatsonstoledo.com/,https://www.docwatsonstoledo.com/
Schmucker's Restaurant,schmuckersrestaurant@gmail.com,Toledo,OH,https://schmuckersrestaurant.com/,https://schmuckersrestaurant.com/contact/
Night Owl Diner,Info@ToledoNightOwl.com,Toledo,OH,https://toledonightowl.com/,https://toledonightowl.com/
Whitfield's Creole and Soul Food,whitfieldbusiness32@gmail.com,Akron,OH,https://whitfieldscreoleandsoulfood.com/,https://whitfieldscreoleandsoulfood.com/
The Lockview,info@thelockview.com,Akron,OH,https://www.thelockview.com/,https://www.thelockview.com/contact-10
Table 33,info@table33dayton.com,Dayton,OH,https://www.table33dayton.com/,https://www.table33dayton.com/
Jay's Seafood Restaurant,jaysseafood1976@yahoo.com,Dayton,OH,https://www.jays.com/,https://www.jays.com/contact-us
Sueno,hola@suenodyt.com,Dayton,OH,https://www.suenodyt.com/,https://www.suenodyt.com/contact-us
Kravitz Deli,eat@kravitzdeli.com,Youngstown,OH,https://kravitzdeli.com/,https://kravitzdeli.com/contact-us/
Yosteria,THEYOSTERIA@GMAIL.COM,Youngstown,OH,https://yosteria.com/,https://yosteria.com/
Stephens Bar & Restaurant,Stephensoncourt@gmail.com,Athens,OH,https://stephens66.com/,https://stephens66.com/
Rockin' Horse Ranch,events@rockinranchohio.com,Sandusky,OH,https://www.rockinranchohio.com/,https://www.rockinranchohio.com/
Barra,barra.sandusky@gmail.com,Sandusky,OH,https://www.holabarra.com/,https://www.holabarra.com/contact-us/
Landmark Kitchen & Bar,landmarksandusky@gmail.com,Sandusky,OH,https://landmarksandusky.com/,https://landmarksandusky.com/contact
Daly's Pub,info@dalyspubsandusky.com,Sandusky,OH,https://dalyspubsandusky.com/,https://landmarksandusky.com/contact
Topsy Turvey's Bar and Grill,thewharfside@yahoo.com,Put-in-Bay,OH,https://www.topsyturveys.com/,https://www.topsyturveys.com/contact-us/
Joe's Bar & Restaurant,bar@joesbarpib.com,Put-in-Bay,OH,https://joesbarpib.com/,https://www.visitputinbay.com/business/joes-bar/
Levee House Bistro,leveehousebistro@gmail.com,Marietta,OH,https://www.leveehousebistro.com/,https://www.leveehousebistro.com/
The Coop,contact@thecoopchillicothe.com,Chillicothe,OH,https://www.thecoopchillicothe.com/,https://www.thecoopchillicothe.com/contact
Lievita,info@eatlievita.com,Chillicothe,OH,https://eatlievita.com/,https://www.eatlievita.com/
Le Bon Nosh,hello@lebonnosh.com,Atlanta,GA,https://www.lebonnosh.com/,https://www.lebonnosh.com/information
Busy Bee Cafe,catering@thebusybeecafe.com,Atlanta,GA,https://www.thebusybeecafe.com/,https://www.thebusybeecafe.com/
Nan Thai Fine Dining,info@nanfinedining.com,Atlanta,GA,https://www.nanfinedining.com/,https://www.nanfinedining.com/contact
Miller Union,info@millerunion.com,Atlanta,GA,https://www.millerunion.com/,https://www.millerunion.com/about
Staplehouse,info@staplehouse.com,Atlanta,GA,https://www.staplehouse.com/,https://www.staplehouse.com/contactus
Parker's on Ponce,sandra@parkersonponce.com,Decatur,GA,https://parkersonponce.com/,https://parkersonponce.com/
The Iberian Pig - Decatur,ajames@chgrestaurants.com; jlewis@chgrestaurants.com,Decatur,GA,https://www.iberianpig.com/decatur,https://www.iberianpig.com/decatur
Frog Hollow Tavern,info@froghollowtavern.com,Augusta,GA,https://froghollowtavern.com/,https://froghollowtavern.com/get-in-touch
Abel Brown Southern Kitchen & Oyster Bar,info@abelbrownaugusta.com,Augusta,GA,https://www.abelbrownaugusta.com/,https://www.abelbrownaugusta.com/contact
Trevioli,treviolirapidsteam@gmail.com,Columbus,GA,https://trevioli.com/,https://trevioli.com/contact-us/
Cerrone's Brick Oven Pizzeria,customerservices@cerronespizza.com,Columbus,GA,https://cerronespizza.com/,https://cerronespizza.com/contact/
Rada,info@radaclt.com,Charlotte,NC,https://www.radaclt.com/,https://www.radaclt.com/contact
The Waterman Fish Bar,waterman@eat704.com,Charlotte,NC,https://www.watermanclt.com/,https://www.watermanclt.com/reserve
Mama Ricotta's,info@mamaricottasrestaurant.com,Charlotte,NC,https://www.mamaricottas.com/,https://www.mamaricottas.com/contact/
Vinnie's Neighborhood Italian,north@vinniesitalian.com,Asheville,NC,https://vinniesitalian.com/,https://vinniesitalian.com/contact-us
Limones,limonesrestaurant@gmail.com,Asheville,NC,https://www.limonesavl.com/,https://www.limonesavl.com/
Oh' Calcutta,ohcalcuttaws@gmail.com,Winston-Salem,NC,https://ohcalcuttaws.com/,https://ohcalcuttaws.com/
Undercurrent Restaurant,admin@undercurrentrestaurant.com,Greensboro,NC,https://www.undercurrentrestaurant.com/,https://www.undercurrentrestaurant.com/contact
ZeeYum Kitchen,reserve@zeeyum.com,Greensboro,NC,https://www.zeeyumkitchen.com/,https://www.zeeyumkitchen.com/
Gusto Napoletano,gustonapoletano2@gmail.com,Fayetteville,NC,https://www.gustonapoletano.com/,https://www.gustonapoletano.com/
Luigi's Italian Chophouse and Bar,info@luigischophouse.com,Fayetteville,NC,https://luigischophouse.com/,https://luigischophouse.com/about
Starlight Cafe and Farm,starlightcafebooking@gmail.com,Greenville,NC,https://www.starlightcafeandfarm.com/,https://www.starlightcafeandfarm.com/visit
Native Fine Diner,brittany@eatatnative.com,Greenville,NC,https://www.eatatnative.com/,https://www.eatatnative.com/
Kalaya,hello@kalayaphilly.com,Philadelphia,PA,https://kalayaphilly.com,https://kalayaphilly.com/contact
Suraya,hello@surayaphilly.com,Philadelphia,PA,https://www.surayaphilly.com,https://www.surayaphilly.com/contact/
Le Virtù,levirtuphila@gmail.com,Philadelphia,PA,https://www.levirtu.com,https://www.levirtu.com/contact
Vernick Food & Drink,info@vernickphilly.com,Philadelphia,PA,https://www.vernickphilly.com,https://www.vernickphilly.com/vernick-food-and-drink
Laser Wolf,info@laserwolfphilly.com,Philadelphia,PA,https://www.laserwolfphilly.com,https://www.laserwolfphilly.com/info
Nam Phuong,namphuongphilly@gmail.com,Philadelphia,PA,https://www.namphuongphilly.com,https://www.namphuongphilly.com/home
Bar Bombón,info@barbombon.com,Philadelphia,PA,https://barbombon.com,https://barbombon.com/
Wm. Mulherin's Sons,hello@wmmulherinssons.com,Philadelphia,PA,https://www.wmmulherinssons.com,https://www.wmmulherinssons.com/contact
Barbuzzo,barbuzzorestaurant@yahoo.com,Philadelphia,PA,https://barbuzzo.com,https://barbuzzo.com/
Bar Hygge,jkeener.hygge@gmail.com,Philadelphia,PA,https://www.barhygge.com,https://www.barhygge.com/contact
Charlie was a sinner.,inquire@charliewasasinner.com,Philadelphia,PA,https://charliewasasinner.com,https://charliewasasinner.com/
Morcilla,eat@morcillapittsburgh.com,Pittsburgh,PA,https://morcillapittsburgh.com,https://morcillapittsburgh.com/pittsburgh-morcilla-about
Federal Galley,info@federalgalley.org,Pittsburgh,PA,https://federalgalley.org,https://federalgalley.org/contact/
Bitter Ends Garden & Luncheonette,bitterendsfood@gmail.com,Pittsburgh,PA,https://www.bitterendsfood.com,https://www.bitterendsfood.com/
Butcher and the Rye,info@butcherandtherye.com,Pittsburgh,PA,https://butcherandtherye.com,https://butcherandtherye.com/
Judy's On Cherry,judy@judysoncherry.com,Reading,PA,https://judysoncherry.com,https://judysoncherry.com/contact/
Jimmie Kramer's Peanut Bar,info@peanutbar.com,Reading,PA,https://www.peanutbar.com,https://www.peanutbar.com/contact/
Fig & Barrel Pub,info@figandbarrel.com,York,PA,https://figandbarrel.com,https://figandbarrel.com/contact/
The Millworks,info@millworksharrisburg.com,Harrisburg,PA,https://millworksharrisburg.com,https://millworksharrisburg.com/
Wert's Cafe,info@wertscafe.com,Allentown,PA,https://wertscafe.com,https://wertscafe.com/contact
Teca Restaurant and Bar,wc@tecarestaurants.com,West Chester,PA,https://tecawestchester.com,https://tecawestchester.com/
Kildare's Irish Pub,info@kildarespubwc.com,West Chester,PA,https://kildarespubwc.com,https://kildarespubwc.com/contact-us/
Villa Capri,YvonneIsAtVilla@gmail.com,Doylestown,PA,https://www.letsgotovilla.com,https://www.letsgotovilla.com/
Mercantile at Doylestown,info@mercantiledoylestown.com,Doylestown,PA,https://mercantiledoylestown.com,https://mercantiledoylestown.com/contact/
Wright & Company,info@wrightdetroit.com,Detroit,MI,https://www.wrightdetroit.com/,https://www.wrightdetroit.com/
Flowers of Vietnam,contact@flowersofvietnam.com,Detroit,MI,https://www.flowersofvietnam.com/,https://www.flowersofvietnam.com/contact
Baobab Fare,info@baobabfare.com,Detroit,MI,https://baobabfare.com/,https://baobabfare.com/
Vecino,reservations@vecinodetroit.com,Detroit,MI,https://www.vecinodetroit.com/,https://www.vecinodetroit.com/contact-1
Marrow in the Market,mitm@marrowdetroit.com,Detroit,MI,https://www.marrowinthemarket.com/,https://www.marrowinthemarket.com/events
Supino Pizzeria,info@supinopizzeria.com,Detroit,MI,https://www.supinopizzeria.com/,https://www.supinopizzeria.com/contact
Sheeba Restaurant,oss@sheebaco.com,Dearborn,MI,https://sheebarestaurant.com/,https://sheebarestaurant.com/
Cafe Zola,zolareservations@gmail.com,Ann Arbor,MI,https://www.cafezola.com/,https://www.cafezola.com/content/reservations/
Monahan's Seafood Market,info@monahansseafood.com,Ann Arbor,MI,https://monahansseafood.com/,https://monahansseafood.com/
The Sovengard,hello@sovengard.com,Grand Rapids,MI,https://www.sovengard.com/,https://www.sovengard.com/contact
Anna's House,EastBeltline@annashouseus.com,Grand Rapids,MI,https://annashouseus.com/,https://annashouseus.com/locations/
Casa Calabria,info@thecasa.us,Marquette,MI,https://thecasa.us/,https://thecasa.us/
Ore Dock Brewing Co.,info@oredockbrewing.com,Marquette,MI,https://oredockbrewing.com/,https://oredockbrewing.com/contact/
Altu's Ethiopian Cuisine,info@eatataltus.com,East Lansing,MI,https://eatataltus.com/,https://eatataltus.com/page/contact-us
El Oasis,eloasis0523@gmail.com,Lansing,MI,https://eloasisfood.com/,https://eloasisfood.com/
Principle Food & Drink,info@principlekzoo.com,Kalamazoo,MI,https://principlekzoo.com/,https://principlekzoo.com/
Mim's Mediterranean Grill,brinkel.brett@gmail.com,Petoskey,MI,https://mimsmediterraneangrill.com/,https://mimsmediterraneangrill.com/contact-us
Chandler's,info@symonsgeneralstore.com,Petoskey,MI,https://www.chandlersarestaurant.com/,https://www.chandlersarestaurant.com/
Grey Gables Inn,info@greygablesinn.com,Charlevoix,MI,https://www.greygablesinn.com/,https://www.greygablesinn.com/contact
Three Blondes Brewing,info@threeblondesbrewing.com,South Haven,MI,https://www.threeblondesbrewing.com/,https://www.threeblondesbrewing.com/
Taste,heidi@tastesouthhaven.com,South Haven,MI,https://www.tastesouthhaven.com/,https://www.tastesouthhaven.com/contact-us/
