restaurant_name,business_email,city,state,source_url,scheduled_at,subject,status,template_url,template_version,run_id,business_emails,email_count,email_sources,content_path,message_id
Waverly Charlestown,info@waverlycharlestown.com,Charlestown,MA,https://www.waverlycharlestown.com/,08/21/2026 12:40:00 Africa/Lagos,Waverly Charlestown Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110848902138300,,,,,
Salt Water Grille,swgrille@yahoo.com,Danvers,MA,https://www.saltwatergrillellc.com/,08/21/2026 12:50:00 Africa/Lagos,Salt Water Grille Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110850807138300,,,,,
The Marina at the Wharf,info@themarinarevere.com,Revere,MA,https://marinaatthewharf.com/,08/21/2026 13:00:00 Africa/Lagos,The Marina at the Wharf Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110852681155100,,,,,
Angelina's Pizzeria,support@angelinaspizzeriasomerville.com,Somerville,MA,https://angelinaspizzeriasomerville.com/,08/21/2026 13:10:00 Africa/Lagos,Angelina's Pizzeria Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110854511138400,,,,,
Genki YA Sushi,contact@genkiyasushi.com,Somerville,MA,https://www.genkiyasushi.com/,08/21/2026 13:20:00 Africa/Lagos,Genki YA Sushi Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110856455155300,,,,,
Lulu Green,hello@lulugreen.com,South Boston,MA,https://www.lulugreen.com/,08/21/2026 13:30:00 Africa/Lagos,Lulu Green Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110858509138300,,,,,
Augie's Mussel House & Sports Bar,info@eataugies.com,Annapolis,MD,https://www.eataugies.com/augies-all-locations,08/21/2026 13:40:00 Africa/Lagos,Augie's Mussel House & Sports Bar Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110860422155100,,,,,
Angeli's Pizzeria & Bar - Bolton Hill,angelisonroyal@gmail.com,Baltimore,MD,https://www.angelispizzeria.com/bolton-hill,08/21/2026 13:50:00 Africa/Lagos,Angeli's Pizzeria & Bar - Bolton Hill Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110862331155300,,,,,
Ema's Corner,contact@emascorner.com,Baltimore,MD,https://emascorner.com/,08/21/2026 14:00:00 Africa/Lagos,Ema's Corner Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110864219138300,,,,,
Rasa,contact@tajofmaine.com,Bangor,ME,https://www.openstreetmap.org/node/14079464701,08/21/2026 14:10:00 Africa/Lagos,Rasa Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110866132155000,,,,,
Eagle's Nest Restaurant,eaglesnestrestaurant.shop@gmail.com,Brewer,ME,https://www.openstreetmap.org/node/7209112269,08/21/2026 14:20:00 Africa/Lagos,Eagle's Nest Restaurant Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110868165155000,,,,,
Maiz,maiz.portland@gmail.com,Portland,ME,https://www.maizportland.com/,08/21/2026 14:30:00 Africa/Lagos,Maiz Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110870011138300,,,,,
Saltwater Grille,foh@saltwatergrille.com,South Portland,ME,https://saltwatergrille.com/,08/21/2026 14:40:00 Africa/Lagos,Saltwater Grille Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110872012155300,,,,,
Banh Mi House,hello@banhmihouse.co,Minneapolis,MN,https://www.banhmihouse.co/,08/21/2026 14:50:00 Africa/Lagos,Banh Mi House Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110873863155100,,,,,
Bryant-Lake Bowl and Theater,askus@bryantlakebowl.com,Minneapolis,MN,https://www.bryantlakebowl.com/,08/21/2026 15:00:00 Africa/Lagos,Bryant-Lake Bowl and Theater Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110875741155000,,,,,
Come Pho Soup,comephosoup@gmail.com,Minneapolis,MN,https://come-pho-soup.com/,08/21/2026 15:10:00 Africa/Lagos,Come Pho Soup Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110878518155000,,,,,
Dreamstate Cafe,info@dreamstatecafe.com,Minneapolis,MN,https://www.dreamstatecafe.com/,08/22/2026 12:00:00 Africa/Lagos,Dreamstate Cafe Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110880398138300,,,,,
Hen House Eatery,contact@henhouseeatery.com,Minneapolis,MN,https://www.henhouseeatery.com/,08/22/2026 12:10:00 Africa/Lagos,Hen House Eatery Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110882268155100,,,,,
La Madre,info@lamadremn.com,Minneapolis,MN,https://lamadremn.com/,08/22/2026 12:20:00 Africa/Lagos,La Madre Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110884644138300,,,,,
Little Tijuana Bar and Restaurant,travis@littletijuanampls.com,Minneapolis,MN,https://www.littletijuanampls.com/,08/22/2026 12:30:00 Africa/Lagos,Little Tijuana Bar and Restaurant Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110886436138300,,,,,
Lynette,info@lynettemn.com,Minneapolis,MN,https://lynettemn.com/,08/22/2026 12:40:00 Africa/Lagos,Lynette Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110888216138400,,,,,
Sidebar at Surdyk’s,info@surdyks.com,Minneapolis,MN,https://www.sidebaratsurdyks.com/,08/22/2026 12:50:00 Africa/Lagos,Sidebar at Surdyk’s Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110889969138300,,,,,
The Campground,info@thecampgroundkc.com,Kansas City,MO,https://www.thecampgroundkc.com/,08/22/2026 13:00:00 Africa/Lagos,The Campground Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110891709155100,,,,,
Tiki Taco,tiki106@tikitaco.com,Kansas City,MO,https://www.openstreetmap.org/node/14007184897,08/22/2026 13:10:00 Africa/Lagos,Tiki Taco Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110893677138400,,,,,
Garbo's Pizzeria,laine@garbospizzeria.com,Springfield,MO,https://www.garbospizzeria.com/,08/22/2026 13:20:00 Africa/Lagos,Garbo's Pizzeria Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110895574155300,,,,,
Mexican Villa,cater@mexicanvilla.net,Springfield,MO,https://www.mexicanvilla.net/west,08/22/2026 13:30:00 Africa/Lagos,Mexican Villa Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110897614138300,,,,,
The Roost Bar & Grill,info@theroostbarandgrill.com,Springfield,MO,https://www.theroostbarandgrill.com/sunshine-west,08/22/2026 13:40:00 Africa/Lagos,The Roost Bar & Grill Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110899466155100,,,,,
Tortilleria Perches,jesus@tortilleriaperches.com,Springfield,MO,https://tortilleriaperches.com/contact-us.html,08/22/2026 13:50:00 Africa/Lagos,Tortilleria Perches Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110901293138400,,,,,
Square Donuts,hello@squaredonutomaha.com,Omaha,NE,https://www.squaredonutomaha.com/,08/22/2026 14:00:00 Africa/Lagos,Square Donuts Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110903128155300,,,,,
Timber Wood Fire Bistro,info@timberomaha.com,Omaha,NE,https://www.timberomaha.com/,08/22/2026 14:10:00 Africa/Lagos,Timber Wood Fire Bistro Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110905045155000,,,,,
Helen's Pizza,info@helenspizza.net,Jersey City,NJ,https://www.helenspizza.com/contact/,08/22/2026 14:20:00 Africa/Lagos,Helen's Pizza Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110907000138400,,,,,
Antika Grill,michel.ghazal973.mg@gmail.com,Montclair,NJ,https://antikagrill.com/,08/22/2026 14:30:00 Africa/Lagos,Antika Grill Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110908975138300,,,,,
Faubourg,hello@theforkinggroup.com,Montclair,NJ,https://www.faubourgnj.com/montclair/press,08/22/2026 14:40:00 Africa/Lagos,Faubourg Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110910798138400,,,,,
Fujiya Ramen,fujiyaramen16@gmail.com,Montclair,NJ,http://www.fujiyaramen2016.com/,08/22/2026 14:50:00 Africa/Lagos,Fujiya Ramen Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110912686138400,,,,,
Italiana by Zod,italiana@italianabyzod.com,Montclair,NJ,https://italianabyzod.com/,08/22/2026 15:00:00 Africa/Lagos,Italiana by Zod Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110914607155000,,,,,
Nami Nori,info@naminori.nyc,Montclair,NJ,https://www.naminori.us/montclair,08/22/2026 15:10:00 Africa/Lagos,Nami Nori Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110916610155300,,,,,
Turtle + The Wolf,info@turtleandthewolf.com,Montclair,NJ,https://turtleandthewolf.com/,08/23/2026 12:00:00 Africa/Lagos,Turtle + The Wolf Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110918482138400,,,,,
Sumo Sushi,info@sumo12.com,Princeton,NJ,https://sumo12.com/,08/23/2026 12:10:00 Africa/Lagos,Sumo Sushi Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110920397155100,,,,,
Kuay Tiew Noodles & More,kuaytiew42@gmail.com,Somerville,NJ,https://ktsomerville.com/,08/23/2026 12:20:00 Africa/Lagos,Kuay Tiew Noodles & More Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110922348155100,,,,,
Verve,info@vervestyle.com,Somerville,NJ,https://www.vervestyle.com/,08/23/2026 12:30:00 Africa/Lagos,Verve Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110924326155100,,,,,
Clay Pot Ethiopian Cuisine,claypotnm@gmail.com,Albuquerque,NM,https://www.claypotnm.com/,08/23/2026 12:40:00 Africa/Lagos,Clay Pot Ethiopian Cuisine Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110926217155100,,,,,
Anna Marie's Italian Cuisine,annamariesrestaurant@gmail.com,Las Vegas,NV,https://annamariesitaliancuisine.com/contact-anna-maries/,08/23/2026 12:50:00 Africa/Lagos,Anna Marie's Italian Cuisine Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110928117155300,,,,,
Giuseppe's Bar and Grill,giuseppeslake@yahoo.com,Las Vegas,NV,https://www.giuseppeslv.com/,08/23/2026 13:00:00 Africa/Lagos,Giuseppe's Bar and Grill Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110929973155300,,,,,
Island Sushi & Grill,isg@islandsushigrill.com,Las Vegas,NV,https://islandsushiandgrill.com/,08/23/2026 13:10:00 Africa/Lagos,Island Sushi & Grill Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110932023138300,,,,,
SH Soho Sushi Burrito,sohosushiburrito1@gmail.com,Las Vegas,NV,https://sohosushiburrito.com/contact/,08/23/2026 13:20:00 Africa/Lagos,SH Soho Sushi Burrito Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110933910155000,,,,,
Sushi Twister,accessibility@dylish.com,Las Vegas,NV,https://www.sushitwisterlv.com/,08/23/2026 13:30:00 Africa/Lagos,Sushi Twister Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110935763155000,,,,,
Tony’s Mexican Food,tonysmexgrill@gmail.com,Las Vegas,NV,http://www.tonysmexicangrill.com/,08/23/2026 13:40:00 Africa/Lagos,Tony’s Mexican Food Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110937633138300,,,,,
Yu-Or-Mi Sushi,durangosales@stationcasinos.com,Las Vegas,NV,https://durangoresort.com/meetings/weddings/,08/23/2026 13:50:00 Africa/Lagos,Yu-Or-Mi Sushi Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110939557138300,,,,,
Thali,thalireno@gmail.com,Reno,NV,https://thalireno.com/,08/23/2026 14:00:00 Africa/Lagos,Thali Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110941410155300,,,,,
Magic Noodle,maggiewang801@gmail.com,Norman,OK,https://www.openstreetmap.org/node/11251985503,08/23/2026 14:10:00 Africa/Lagos,Magic Noodle Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110943246155300,,,,,
The Whole Bowl,hello@thewholebowl.com,Lake Oswego,OR,https://thewholebowl.com/,08/23/2026 14:20:00 Africa/Lagos,The Whole Bowl Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110945640155300,,,,,
Campana,info@campanapdx.com,Portland,OR,https://www.campanapdx.com/,08/23/2026 14:30:00 Africa/Lagos,Campana Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110947496138300,,,,,
Hail Snail,hailsnailpdx@gmail.com,Portland,OR,https://www.hailsnailpdx.com/,08/23/2026 14:40:00 Africa/Lagos,Hail Snail Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110949389155300,,,,,
Workers Tap,workerstap@gmail.com,Portland,OR,https://workerstap.wordpress.com/,08/23/2026 14:50:00 Africa/Lagos,Workers Tap Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110951313155100,,,,,
Zab Pinto Thai Kitchen,zabpintothai@gmail.com,Portland,OR,https://www.zabpintothai.com/location/zabpinto-thai-kitchen/,08/23/2026 15:00:00 Africa/Lagos,Zab Pinto Thai Kitchen Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110953257155300,,,,,
Edison,info@edisonjamesisland.com,Charleston,SC,https://www.edisonjamesisland.com/,08/23/2026 15:10:00 Africa/Lagos,Edison Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110955113155000,,,,,
Pick Thai,info@pick-thai.com,Charleston,SC,https://www.pick-thai.com/,08/24/2026 12:00:00 Africa/Lagos,Pick Thai Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110956994138300,,,,,
Saltwater Cowboys,info@saltwater-cowboys.com,Charleston,SC,https://www.saltwater-cowboys.com/contact-us,08/24/2026 12:10:00 Africa/Lagos,Saltwater Cowboys Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110958860138400,,,,,
Village Juice & Kitchen,uscfaid@sc.edu,Columbia,SC,https://www.sc.edu/about/contact/,08/24/2026 12:20:00 Africa/Lagos,Village Juice & Kitchen Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110960762138300,,,,,
Fratello's Italian Tavern,huffmandentist@gmail.com,North Charleston,SC,https://fratellostavern.com/,08/24/2026 12:30:00 Africa/Lagos,Fratello's Italian Tavern Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110962687138400,,,,,
Crack’d Pot Restaurant and Bakery,rmginc1974@gmail.com,Sioux Falls,SD,https://www.crackdpot1974.com/contact,08/24/2026 12:40:00 Africa/Lagos,Crack’d Pot Restaurant and Bakery Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110964735155100,,,,,
Mojo's Tacos,info@mojostacos.com,Franklin,TN,https://mojostacos.com/,08/24/2026 12:50:00 Africa/Lagos,Mojo's Tacos Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110966611138400,,,,,
Au Bon Coin,coucou@auboncoin.fun,Knoxville,TN,https://www.auboncoin.fun/,08/24/2026 13:00:00 Africa/Lagos,Au Bon Coin Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110968471155000,,,,,
Gus's Good Times Deli,gusgoodtimesdeli@gmail.com,Knoxville,TN,https://www.openstreetmap.org/node/9193978612,08/24/2026 13:10:00 Africa/Lagos,Gus's Good Times Deli Collaboration Opportunity: 2026 Q3 Dining Experience - BEST EVER FOOD REVIEW SHOW,scheduled,https://files.manuscdn.com/user_upload_by_module/session_file/310519663368280410/znAcsqOoytNAlWAY.html,fixed_width_mobile_verified_v2,zoho-enriched-1787110970348155100,,,,,
